player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_pas_yds,ovr_ex_pas_td,ovr_ex_rus_yds,ovr_ex_rus_td,fl,pl_int_game,ex_ppd
Derek Carr,QB,Las Vegas Raiders,IND,16.074792098657646,24,258.3529411764706,1.6176470588235294,6.818509221870565,0,5,0.8235294117647058,0.6697830041107352
Russell Wilson,QB,Denver Broncos,TEN,17.096637410519765,24,233.79621848739498,1.5987394957983194,11.176878306878308,0.13392857142857142,1,0.42857142857142855,0.7123598921049902
Jimmy Garoppolo,QB,San Francisco 49ers,LAC,15.703147846396178,26,237.61764705882354,1.4607843137254901,3.5530470914127426,0.2,3,0.8,0.6039672248613914
Matt Ryan,QB,Indianapolis Colts,LV,14.460640237483684,20,228.1470588235294,1.4411764705882353,4.256669754515979,0.053475935828877,4,0.7058823529411765,0.7230320118741842
Taylor Heinicke,QB,Washington Football Team,PHI,15.719934450596323,23,219.01027077497668,1.4584500466853407,18.77860184992645,0.0757020757020757,2,0.9523809523809523,0.6834754108954924
Teddy Bridgewater,QB,Miami Dolphins,CLE,15.46599345095181,20,210.1470588235294,1.495798319327731,8.269178206997085,0.14880952380952378,1,0.5,0.7732996725475905
Trevor Lawrence,QB,Jacksonville Jaguars,KC,15.17205295793531,27,232.76470588235293,1.1470588235294117,21.012837271660803,0.12669683257918551,5,1,0.5619278873309375
Jared Goff,QB,Detroit Lions,CHI,14.061384883752016,25,211.68697478991595,1.5903361344537816,6.611327829116801,0,6,0.5714285714285714,0.5624553953500806
Tua Tagovailoa,QB,Miami Dolphins,CLE,15.754869947979191,33,205.18627450980392,1.4803921568627452,10.96438575430172,0.24509803921568626,1,0.7843137254901961,0.4774203014539149
Baker Mayfield,QB,Carolina Panthers,ATL,15.182747835290469,20,223.73529411764707,1.51890756302521,10.610671630215602,0.07563025210084033,3,0.9285714285714286,0.7591373917645234
Daniel Jones,QB,New York Giants,HOU,18.615792761740625,26,231.451871657754,1.248663101604278,32.94883670831538,0.375,3,0.6363636363636364,0.7159920292977163
Sam Darnold,QB,Carolina Panthers,ATL,17.140311382713733,20,223.76720901126407,1.2947434292866082,20.94504123639892,0.45056320400500627,4,1.1063829787234043,0.8570155691356867
Davis Mills,QB,Houston Texans,NYG,14.002767336808141,20,219.47176470588235,1.4341176470588235,4.474261603375528,0,1,0.8,0.7001383668404071
Justin Fields,QB,Chicago Bears,DET,16.405160859534917,33,203.65728900255755,1.2161125319693094,39.03735941741716,0.20496894409937888,5,0.8695652173913043,0.49712608665257324
Taysom Hill,QB,New Orleans Saints,PIT,16.087460946809664,16,150.99607843137255,0.8836601307189543,37.351995089011666,0.537037037037037,0,0.4444444444444444,1.005466309175604
Jameis Winston,QB,New Orleans Saints,PIT,17.453424401402955,26,191.10084033613447,1.7058823529411766,26.644328047642965,0.17261904761904762,1,0.42857142857142855,0.6712855539001137
Trevor Siemian,QB,Chicago Bears,DET,17.502847148770307,20,227.2620320855615,1.9117647058823528,3.8868366519506266,0.2142857142857143,1,0.5454545454545454,0.8751423574385153
Andy Dalton,QB,New Orleans Saints,PIT,12.969909297722102,26,208.52941176470588,1.2392156862745098,11.385367487024944,0,1,1.2,0.49884266529700394
Tyrod Taylor,QB,New York Giants,HOU,21.32168443917852,20,201.58823529411765,1.2107843137254901,30.608511058451818,1.03125,0,0.8333333333333334,1.066084221958926
Jacoby Brissett,QB,Cleveland Browns,MIA,11.176260623229462,24,181.37925696594428,0.9396284829721362,6.467869390189355,0.09473684210526315,3,0.42105263157894735,0.46567752596789425
Trey Lance,QB,San Francisco 49ers,LAC,16.324423007984358,20,170.91764705882355,1.2941176470588234,35.11246537396122,0.2,0,0.4,0.8162211503992178
Geno Smith,QB,Seattle Seahawks,TB,15.721927783135111,31,213.0705882352941,1.4313725490196076,9.84725168756027,0.2148148148148148,1,0.26666666666666666,0.507158960746294
Drew Lock,QB,Seattle Seahawks,TB,13.564604552203395,20,194.42296918767505,0.9551820728291316,8.875924140147863,0.30687830687830686,1,0.38095238095238093,0.6782302276101697
Colt McCoy,QB,Arizona Cardinals,LAR,9.97679230630381,20,175.66775599128542,0.7222222222222222,5.056376222079498,0,1,0.14814814814814814,0.4988396153151905
Gardner Minshew II,QB,Philadelphia Eagles,WAS,14.10235108408004,20,190.15546218487395,1.5714285714285714,4.961325966850829,0,0,0.2857142857142857,0.705117554204002
Case Keenum,QB,Buffalo Bills,MIN,10.98301841223824,23,166.64450127877237,1.1138107416879794,3.8373452477020886,0,1,0.17391304347826086,0.47752253966253216
Cooper Rush,QB,Dallas Cowboys,GB,10.700694001054881,20,162.27941176470588,1.2867647058823528,-1.8754129306276546,0,1,0.25,0.535034700052744
Jordan Love,QB,Green Bay Packers,DAL,9.678172396936615,20,162.3513931888545,0.9164086687306502,5.711135734072022,0,1,0.631578947368421,0.48390861984683076
Mason Rudolph,QB,Pittsburgh Steelers,NO,13.619689134023792,20,191.5252100840336,0.8739495798319328,30.343109827632883,0,0,0.5714285714285714,0.6809844567011896
Nick Foles,QB,Indianapolis Colts,LV,15.575396016674386,26,236.44117647058823,1.3529411764705883,7.05984251968504,0,0,0,0.5990536929490149
Marcus Mariota,QB,Atlanta Falcons,CAR,9.2471278938491,29,96.32549019607843,0.7647058823529411,13.534665747760165,0.16363636363636364,0,0,0.31886647909824484
P J Walker,QB,Carolina Panthers,ATL,9.716758318962764,23,161.48529411764707,1.0367647058823528,3.602877307274701,0,1,0.75,0.4224677529983811
Nick Mullens,QB,Minnesota Vikings,BUF,9.611764705882354,20,155,0.8529411764705883,0,0,0,0,0.4805882352941177
Kyle Allen,QB,Houston Texans,NYG,10.225079010507155,20,152.91176470588235,1.1274509803921569,9.321378340365682,0,1,0,0.5112539505253577
Chad Henne,QB,Kansas City Chiefs,JAX,7.929019607843138,20,127.63725490196079,0.7058823529411765,0,0,0,0,0.39645098039215687
Ian Book,QB,Philadelphia Eagles,WAS,10.293779655508612,20,194.94117647058823,1,4.961325966850829,0,0,2,0.5146889827754306
Blaine Gabbert,QB,Tampa Bay Buccaneers,SEA,8.26306876817713,20,140.17973856209153,0.7058823529411765,-1.676501860712387,0,0,0,0.4131534384088565
C J Beathard,QB,Jacksonville Jaguars,KC,8.786131501033463,20,136.6764705882353,0.7941176470588235,1.4260208926875593,0,0,0,0.43930657505167314
Sam Ehlinger,QB,Indianapolis Colts,LV,8.222403890690135,23,111.44117647058823,0.8529411764705882,3.52992125984252,0,0,0,0.3574958213343537
Kellen Mond,QB,Cleveland Browns,MIA,7.3933333333333335,20,117.18627450980392,0.6764705882352942,0,0,0,0,0.3696666666666667
Brett Rypien,QB,Denver Broncos,TEN,7.728235294117647,20,122.61764705882354,0.7058823529411765,0,0,0,0,0.38641176470588234
Chase Daniel,QB,Los Angeles Chargers,SF,6.809301430495863,20,103.23529411764706,0.7352941176470589,-2.612868047982552,0,0,0,0.3404650715247931
John Wolford,QB,Los Angeles Rams,ARI,7.3696507559252655,20,108.31699346405229,0.8823529411764706,-0.4799630289826368,0,0,0.4444444444444444,0.3684825377962633
